ID,band,status,word,Pos,COCA-All,COCA-Acad,ratio,disp,range
16752,34,x,unplanned,j,522,183,1.22756851574258,0.903108534956391,8
16753,34,r,waste,j,359,183,1.78493249364241,0.795799746698959,7
16754,34,r,bruise,n,2613,183,0.24523182748474,0.866422855065916,9
16755,34,x,cannibal,n,584,183,1.09724446098908,0.735840801650029,6
16756,34,r,cirrhosis,n,299,183,2.14311292714925,0.653838098174203,3
16757,34,r,cobalt,n,1007,183,0.636336410345209,0.779311916785561,7
16758,34,x,coffer,n,899,183,0.71278171881827,0.904996825095951,8
16759,34,r,collider,n,376,183,1.70423075855751,0.69204952220287,2
16760,34,r,cytoplasm,n,213,183,3.00840734843955,0.760291659816183,4
16761,34,r,inventiveness,n,356,183,1.79997405960007,0.882541151028358,8
16762,34,r,manifold,n,319,183,2.00874848030604,0.7123119933349,4
16763,34,r,metadata,n,224,183,2.86067305900725,0.540497239992571,2
16764,34,r,minimalist,n,734,183,0.873011941713386,0.839895540623114,9
16765,34,x,outpouring,n,815,183,0.786246337690338,0.886995951141233,8
16766,34,x,overseer,n,658,183,0.973846147747151,0.854312619939409,7
16767,34,r,pleading,n,448,183,1.43033652950363,0.502431410520591,6
16768,34,r,propane,n,750,183,0.854387686956834,0.741853352690723,6
16769,34,x,railing,n,2692,183,0.23803520253255,0.887263480041292,8
16770,34,r,republicanism,n,290,183,2.20962332833664,0.8177673865957,6
16771,34,x,restlessness,n,561,183,1.14222952801716,0.901256348281297,8
16772,34,r,sewing,n,1478,183,0.433552615167541,0.806115810662302,7
16773,34,x,sweetness,n,1851,183,0.34618625889661,0.87304962313096,7
16774,34,x,tic,n,735,183,0.871824170364116,0.638036330673165,8
16775,34,r,tribesman,n,520,183,1.23228993311082,0.773238284213979,4
16776,34,r,tutelage,n,474,183,1.35187925151398,0.868014740344919,7
16777,34,r,conservatively,r,494,183,1.29714729801139,0.903733849426978,9
16778,34,x,resolutely,r,667,183,0.960705794928973,0.893886325543738,8
16779,34,r,ya,u,997,183,0.642718921983576,0.758409498852294,4
16780,34,x,abhor,v,566,183,1.13213916116188,0.901562625854455,9
16781,34,r,besiege,v,723,183,0.886294281075553,0.863515747107181,8
16782,34,x,charm,v,1641,183,0.390487973929083,0.923284860125462,9
16783,34,r,consecrate,v,339,183,1.89023824547972,0.839518779402342,6
16784,34,r,manure,v,311,183,2.0604204669377,0.725635706503765,3
16785,34,x,peruse,v,800,183,0.800988456522031,0.898244262984878,9
16786,34,x,placate,v,618,183,1.03687826086994,0.880502225082055,8
16787,34,r,vaporize,v,517,183,1.23944055167819,0.754442433879168,6
16788,34,r,Ecuadorian,j,271,182,2.35162057688802,0.733640143355261,5
16789,34,x,insulting,j,1049,182,0.607520663809966,0.891170696155105,9
16790,34,y,mediated,j,234,182,2.72345801853271,0.859788766318114,8
16791,34,x,meek,j,843,182,0.755977670624738,0.878198359093148,9
16792,34,r,non-social,j,211,182,3.02032784993675,0.608446332775612,5
16793,34,x,one-hour,j,825,182,0.772471728892915,0.88384332757415,9
16794,34,x,substandard,j,561,182,1.13598783660723,0.891733189862664,9
16795,34,x,tailored,j,902,182,0.706529020328885,0.899028408937549,9
16796,34,x,unsolicited,j,641,182,0.994210883520522,0.889777019771326,9
16797,34,x,uprooted,j,638,182,0.998885856327045,0.871847211102301,7
16798,34,r,viscous,j,384,182,1.65960723004337,0.741669593545275,3
16799,34,x,accomplice,n,1042,182,0.611601896676252,0.879965686012603,9
16800,34,r,bile,n,666,182,0.956890655160142,0.696061206013993,4
16801,34,x,canister,n,1396,182,0.456510871301328,0.821476304498125,6
16802,34,r,dredge,n,301,182,2.11723978849387,0.50733584613864,2
16803,34,x,enslavement,n,319,182,1.99777171265409,0.863316904972881,6
16804,34,r,gunpowder,n,584,182,1.09124858961756,0.805438044417413,8
16805,34,y,irrelevance,n,327,182,1.94889656372066,0.880220289967792,8
16806,34,r,lipstick,n,2920,182,0.218249717923512,0.792087943412743,7
16807,34,r,mindfulness,n,265,182,2.40486481636473,0.72890414688041,4
16808,34,r,Pakistani,n,1042,182,0.611601896676252,0.842364071456591,8
16809,34,r,psychosis,n,520,182,1.22555610833972,0.791265960235227,8
16810,34,x,receptacle,n,501,182,1.2720342841051,0.829524018405862,9
16811,34,r,reorientation,n,222,182,2.87067196548043,0.861983283402539,7
16812,34,r,resumption,n,463,182,1.37643450612668,0.841206323923482,7
16813,34,r,rule-making,n,252,182,2.52892530292323,0.417601288142313,5
16814,34,r,saucer,n,1470,182,0.433530051929697,0.706277289629924,8
16815,34,x,serviceman,n,1177,182,0.541452146420267,0.849700449755136,9
16816,34,r,side-effect,n,269,182,2.36910474474593,0.755105622357658,5
16817,34,x,awhile,r,2686,182,0.237263282329358,0.914054594965634,9
16818,34,x,delicately,r,1454,182,0.438300671483256,0.903353966375597,9
16819,34,r,imaginatively,r,296,182,2.15300397411032,0.863093732556841,7
16820,34,r,binge,v,413,182,1.54307306619045,0.82028324215916,5
16821,34,x,mow,v,1695,182,0.375981814947879,0.885965304591786,8
16822,34,x,prophesy,v,441,182,1.44510017309899,0.86972085472538,8
16823,34,x,rebuff,v,788,182,0.808742609564282,0.887583069946326,9
16824,34,r,burst,j,346,181,1.83175603310891,0.701585618717838,5
16825,34,x,deluxe,j,839,181,0.755408328314284,0.837357039048379,6
16826,34,x,folding,j,1606,181,0.394637352089467,0.844935169734625,8
16827,34,x,land-based,j,390,181,1.6250963780915,0.82830927447136,5
16828,34,r,life-giving,j,279,181,2.27164009840747,0.806502174930919,7
16829,34,x,multipurpose,j,458,181,1.38381569313468,0.83907416131675,7
16830,34,x,on-the-job,j,436,181,1.4536412556323,0.892701012507212,8
16831,34,x,raging,j,1278,181,0.495921429934025,0.902339463028366,9
16832,34,x,revolving,j,1033,181,0.613540742938707,0.854379494929947,9
16833,34,x,rusty,j,1802,181,0.351713422561423,0.862445761244198,9
16834,34,r,small-company,j,240,181,2.64078161439868,0.680601642535909,1
16835,34,r,two-factor,j,181,181,3.50158888097063,0.76698749724611,4
16836,34,x,unbalanced,j,542,181,1.16934979235366,0.895027624309392,8
16837,34,x,absentee,n,1209,181,0.524224638094031,0.809617230894783,8
16838,34,r,audiogram,n,193,181,3.28387351013308,0.682402181421475,3
16839,34,r,breakout,n,799,181,0.793226016840656,0.834534762767373,9
16840,34,r,brewery,n,1056,181,0.600177639636064,0.834534762767373,8
16841,34,r,bribery,n,977,181,0.648707868429564,0.85890104636326,8
16842,34,r,brine,n,704,181,0.900266459454096,0.665127325006757,2
16843,34,x,disrespect,n,776,181,0.816736581772789,0.890988635862526,8
16844,34,r,entrapment,n,420,181,1.50901806537068,0.793265961965281,7
16845,34,x,going,n,1378,181,0.459932937195707,0.912332694173311,9
16846,34,y,modus,n,398,181,1.59243112426051,0.878028440791058,8
16847,34,r,naivete,n,561,181,1.1297461451973,0.859339250490156,9
16848,34,r,offending,n,215,181,2.94784924397993,0.611371370275733,4
16849,34,r,partisanship,n,958,181,0.661573682104054,0.844935169734625,6
16850,34,r,polygon,n,218,181,2.90728251126461,0.696463247540652,5
16851,34,y,postulate,n,216,181,2.93420179377631,0.865165438364576,7
16852,34,x,quilt,n,3968,181,0.159724694419275,0.8665460595663,9
16853,34,r,raspberry,n,2140,181,0.296162424044712,0.777837681297756,6
16854,34,r,schoolwork,n,571,181,1.1099607486089,0.81956023660529,7
16855,34,r,self-instruction,n,188,181,3.37121057157279,0.542654278413931,3
16856,34,r,sorting,n,324,181,1.95613452918421,0.786915248362585,8
16857,34,r,stroll,n,1327,181,0.477609334932693,0.876642306043227,8
16858,34,r,swab,n,543,181,1.16719629365688,0.74349989652336,4
16859,34,r,ultrasonography,n,196,181,3.23361014008002,0.354242327784657,1
16860,34,y,upsurge,n,373,181,1.69916243285706,0.863572371061033,9
16861,34,x,elegantly,r,987,181,0.642135346966245,0.877647296192895,8
16862,34,y,firstly,r,363,181,1.74597131530491,0.891841435318116,8
16863,34,x,instantaneously,r,473,181,1.33993147453633,0.874902999297248,9
16864,34,x,ingrain,v,518,181,1.22352816111136,0.908541638070511,9
16865,34,r,itch,v,1200,181,0.528156322879737,0.729357791405517,6
16866,34,y,reorder,v,303,181,2.0917082094247,0.844736238234463,9
16867,34,x,tamper,v,1148,181,0.552079780013662,0.889302744816104,9
16868,34,r,aqueous,j,235,180,2.68206807904133,0.721001434142912,2
16869,34,x,borrowed,j,929,180,0.678456403202059,0.906183700097793,8
16870,34,x,Bulgarian,j,388,180,1.62444844993483,0.703747922567164,7
16871,34,r,cavernous,j,1007,180,0.62590466591332,0.851348130596506,7
16872,34,r,civil-rights,j,550,180,1.14597454286311,0.774585968398269,3
16873,34,x,coveted,j,1116,180,0.564772400156553,0.888546096818765,9
16874,34,r,endocrine,j,286,180,2.20379719781368,0.763768665402549,6
16875,34,r,facile,j,398,180,1.58363316224802,0.882281361277741,7
16876,34,r,home-based,j,436,180,1.44561008847411,0.854531623061441,8
16877,34,r,illustrious,j,570,180,1.1057649097802,0.872359352745841,8
16878,34,x,indisputable,j,485,180,1.29955875994786,0.909227204656176,8
16879,34,x,inhuman,j,674,180,0.935142431119753,0.875578743019875,6
16880,34,r,Kantian,j,204,180,3.08963724791526,0.785221421685329,5
16881,34,x,locked,j,1582,180,0.398410871412587,0.89912987794646,9
16882,34,r,neoconservative,j,309,180,2.03976051318677,0.79579941808865,5
16883,34,y,non-competitive,j,285,180,2.2115298195604,0.813368114529812,9
16884,34,r,non-economic,j,245,180,2.57259591254985,0.808742906261967,6
16885,34,x,non-military,j,337,180,1.87028486223951,0.835595881720178,5
16886,34,r,prophylactic,j,276,180,2.28364492237215,0.776812334385618,5
16887,34,y,ritualized,j,252,180,2.50113491497902,0.86779503674365,7
16888,34,x,ruined,j,1257,180,0.501420842143765,0.883079462945902,7
16889,34,x,two-tailed,j,180,180,3.50158888097063,0.836930198075715,5
16890,34,r,argumentation,n,228,180,2.7644122744505,0.823333686665607,6
16891,34,x,babe,n,3205,180,0.196657097839224,0.898617604734061,9
16892,34,r,boyhood,n,1072,180,0.587953356879397,0.795952320080822,9
16893,34,x,burglary,n,1478,180,0.426445195246761,0.792464072872456,8
16894,34,r,candor,n,952,180,0.66206512455327,0.882536556562595,8
16895,34,r,commodification,n,219,180,2.87801825833202,0.819316044886504,5
16896,34,x,conveyance,n,333,180,1.89275074647061,0.693788384441272,8
16897,34,r,digression,n,337,180,1.87028486223951,0.823157108597206,7
16898,34,r,dissipation,n,237,180,2.65943459314225,0.73500052999841,6
16899,34,r,exclamation,n,883,180,0.713800677887558,0.804067580251215,8
16900,34,x,handshake,n,1424,180,0.442616572032804,0.910962982350821,9
16901,34,r,isolationist,n,433,180,1.45562586275915,0.829391382285609,6
16902,34,r,outback,n,679,180,0.928256257105616,0.612086859399997,5
16903,34,x,payback,n,928,180,0.679187498464131,0.851548601207802,8
16904,34,r,priestess,n,470,180,1.34103403952067,0.732827825003477,6
16905,34,r,quartile,n,253,180,2.49124900622416,0.806149471329924,6
16906,34,r,scallop,n,1170,180,0.538705981687789,0.717886521092534,6
16907,34,r,scorecard,n,598,180,1.05398996417176,0.739548249026234,6
16908,34,x,stunt,n,2004,180,0.314513971344667,0.898073504775081,9
16909,34,x,stupidity,n,1111,180,0.567314130130255,0.887154608437013,9
16910,34,x,touring,n,1256,180,0.501820062559485,0.764828004079103,8
16911,34,y,ubiquity,n,309,180,2.03976051318677,0.896933684480042,9
16912,34,x,vulture,n,1041,180,0.605462054346507,0.760097814356238,8
16913,34,x,charter,v,722,180,0.872972297194894,0.885507143313612,8
16914,34,x,cue,v,454,180,1.38829515104562,0.805506515903989,7
16915,34,y,disentangle,v,331,180,1.90418730687225,0.893120530625462,8
16916,34,x,divest,v,446,180,1.41319730622133,0.876839375911606,7
16917,34,x,dredge,v,967,180,0.651795241545722,0.772381377731312,7
16918,34,x,mistreat,v,765,180,0.823903266110736,0.881488634215006,8
16919,34,x,refuel,v,723,180,0.871764866631692,0.821400929551569,7
16920,34,r,abstinent,j,218,179,2.87515784263185,0.449762492560015,2
16921,34,x,agile,j,811,179,0.772853772741976,0.839423755902673,8
16922,34,r,eroded,j,375,179,1.67142509251665,0.685750040130902,6
16923,34,y,fortuitous,j,399,179,1.57088824484647,0.888065903976061,7
16924,34,r,high-fat,j,391,179,1.60302918080241,0.769393395539357,4
16925,34,r,horticultural,j,524,179,1.19615345361401,0.78336576886234,8
16926,34,r,Iberian,j,255,179,2.45797807723036,0.825303597237093,6
16927,34,x,insatiable,j,669,179,0.936897473383771,0.905828867360301,8
16928,34,r,noncommercial,j,318,179,1.97102015626963,0.709767125391725,7
16929,34,r,object-oriented,j,195,179,3.21427902407047,0.538067699200265,3
16930,34,x,paltry,j,656,179,0.955464039167291,0.89810242803182,8
16931,34,x,reigning,j,801,179,0.782502384137007,0.903184850327548,8
16932,34,x,stale,j,1672,179,0.374871058429272,0.918785267364265,9
16933,34,r,taxing,j,645,179,0.971758774718981,0.851897581317671,9
16934,34,x,twin,j,753,179,0.832383014201518,0.845024738340889,9
16935,34,y,unexamined,j,323,179,1.94050900833976,0.882025799188131,7
16936,34,x,well-to-do,j,668,179,0.938300014511591,0.899035892247717,9
16937,34,r,arboretum,n,516,179,1.21469846839873,0.579400582308657,3
16938,34,x,asterisk,n,462,179,1.35667621145832,0.821373284912915,8
16939,34,x,avail,n,788,179,0.795411687428607,0.883642001479883,8
16940,34,x,beech,n,1346,179,0.465664494571874,0.731839390738404,7
16941,34,r,bulimia,n,496,179,1.26367824535029,0.805869056001374,5
16942,34,x,cobra,n,1040,179,0.602677317013214,0.789844545875375,7
16943,34,x,co-director,n,700,179,0.89540629956249,0.893706175961563,8
16944,34,x,ebb,n,738,179,0.849301368148703,0.885280971142465,9
16945,34,x,facsimile,n,463,179,1.35374602525646,0.852966944006131,9
16946,34,x,fanaticism,n,442,179,1.41806427532521,0.841206323923482,6
16947,34,r,flavonoid,n,225,179,2.78570848752774,0.704593589432937,3
16948,34,r,gentamicin,n,186,179,3.36980865426743,0.59838030796696,1
16949,34,y,idiosyncrasy,n,410,179,1.52874246266766,0.90683971820648,9
16950,34,r,jock,n,1225,179,0.511660742607137,0.576033238371697,7
16951,34,x,kangaroo,n,872,179,0.718789460657962,0.77901978945493,8
16952,34,r,monad,n,194,179,3.23084747264816,0.440390253332763,2
16953,34,x,namesake,n,874,179,0.717144633516868,0.90683971820648,8
16954,34,r,pharmacology,n,343,179,1.82735979502549,0.647851941667446,6
16955,34,r,recital,n,1173,179,0.53434306026747,0.809075297056922,7
16956,34,r,roughness,n,338,179,1.85439174465604,0.671510066588242,4
16957,34,r,separatism,n,381,179,1.64510343751638,0.832121048550397,6
16958,34,r,skimmer,n,414,179,1.51397200409117,0.223287587891925,1
16959,34,r,staining,n,208,179,3.01338658506607,0.678869297764738,2
16960,34,r,thumbnail,n,724,179,0.865724322781413,0.738965191199071,9
16961,34,r,URL,n,2283,179,0.274544200479081,0.811254280136324,8
16962,34,x,downhill,r,1727,179,0.362932489689486,0.880167777005837,7
16963,34,x,effortlessly,r,984,179,0.636976026111527,0.894750533135499,9
16964,34,r,elaborately,r,611,179,1.02583373108632,0.851897581317671,7
16965,34,x,head-on,r,779,179,0.804601296140876,0.88694369834271,9
16966,34,x,suitably,r,464,179,1.35082846916755,0.897484840541146,9
16967,34,y,summarily,r,408,179,1.53623629826898,0.90683971820648,9
16968,34,r,apportion,v,314,179,1.99612869329217,0.757388521325264,9
16969,34,x,censure,v,534,179,1.17375357620551,0.875771078216199,7
16970,34,x,dazzle,v,1181,179,0.530723462907487,0.876791479532307,8
16971,34,x,loop,v,1316,179,0.476279946575792,0.835156436665222,9
16972,34,x,motor,v,656,179,0.955464039167291,0.841999517974504,8
16973,34,y,predetermine,v,273,179,2.29591358862177,0.902859408180559,9
16974,34,x,all-important,j,593,178,1.05106715145493,0.915078479603885,9
16975,34,x,approaching,j,1027,178,0.60689661228118,0.891337166434353,9
16976,34,r,coincidental,j,461,178,1.3520234724789,0.894617587502066,8
16977,34,r,conical,j,412,178,1.51282238061352,0.773742796950271,5
16978,34,r,digitized,j,322,178,1.93566093420116,0.801065865640276,5
16979,34,x,forthright,j,684,178,0.911232194170719,0.885613535417594,9
16980,34,x,insulated,j,730,178,0.853812083305167,0.822248163001653,8
16981,34,r,intergalactic,j,296,178,2.10568520544855,0.626027012903988,2
16982,34,r,omniscient,j,328,178,1.90025250247796,0.809423696340471,7
16983,34,r,radiographic,j,180,178,3.46268233784873,0.692742798117445,3
16984,34,r,second-class,j,626,178,0.995659458167367,0.868967373149544,7
16985,34,r,self-regulated,j,194,178,3.21279804542666,0.62102517481118,3
16986,34,r,temperamental,j,515,178,1.21025790449082,0.765704006890405,9
16987,34,y,testable,j,213,178,2.92621042635104,0.850534320267245,8
16988,34,x,three-month,j,799,178,0.780078624296335,0.887300098867311,9
16989,34,r,amortization,n,284,178,2.19465781976328,0.361263244151932,4
16990,34,x,bequest,n,503,178,1.23913085648662,0.691602291442807,8
16991,34,r,buoy,n,918,178,0.67895732114681,0.737915200616534,6
16992,34,x,crap,n,3062,178,0.203554154413054,0.883129316652216,8
16993,34,r,defamation,n,480,178,1.29850587669328,0.574517920275907,5
16994,34,r,epitome,n,650,178,0.958896647404265,0.884779511102261,8
16995,34,x,euphemism,n,712,178,0.875397220242657,0.894315159753434,9
16996,34,x,flop,n,1145,178,0.544351808570107,0.772757508176205,8
16997,34,y,functionary,n,400,178,1.55820705203193,0.830897712506328,8
16998,34,r,hotline,n,1219,178,0.511306661864456,0.850320936627624,7
16999,34,r,illegitimacy,n,436,178,1.42954775415773,0.825876297779021,5
17000,35,r,lutein,n,249,178,2.50314385868583,0.635796409793536,3
17001,35,r,mesa,n,2475,178,0.251831442752635,0.808267479497551,6
17002,35,r,pollster,n,1911,178,0.326155322246349,0.81691368360542,7
17003,35,x,read,n,1080,178,0.577113722974789,0.881549528276558,9
17004,35,r,tenon,n,212,178,2.94001330572062,0.620678475532869,1
17005,35,x,thicket,n,1357,178,0.459309374217223,0.86254808353872,8
17006,35,r,ticker,n,749,178,0.83215329881545,0.788976036980883,4
17007,35,r,trawler,n,555,178,1.12303210957256,0.64873516286038,4
17008,35,x,precipitously,r,462,178,1.34909701474626,0.895530123568022,7
17009,35,y,uncritically,r,239,178,2.60787791135051,0.900217906562085,7
17010,35,r,excise,v,311,178,2.00412482576454,0.829956633161187,7
17011,35,r,gross,v,1165,178,0.53500671314401,0.86301327016545,8
17012,35,x,mutate,v,599,178,1.04053893290947,0.855971618885231,8
17013,35,r,abject,j,585,177,1.05945509731932,0.858204597260229,6
17014,35,r,abrasive,j,609,177,1.01770317230181,0.795399716964207,9
